年,伝票日付,品名,区分,品番,数量,BLｺｰﾄﾞ,BLｸﾞﾙｰﾌﾟ,中分類コード,類別型式,車種,年式,車台No,型式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/2/21,R/ﾌﾞﾚｰｷﾎｰｽ,売上,NA75-43-980A,1,00220,5412,10,09001-0008,ロードスター,,100807,GF-NB6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/12/19,F/ｲﾝﾅﾌｪﾝﾀﾞ- RH,売上,74101-SFA-010,1,01402,1402,3000,,ライフ,,4543535,JB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/2/10,ｲﾝｼｭﾚｰﾀｰ(同時交換部品),売上,51481923969,1,99999,0,0,,Ｚ４,,WBABT32060LS22763,GH-BT25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/6/28,ｸﾗｯﾁﾚﾘｰｽﾞB/G,売上,RCT40SA3,1,00091,91,50,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/23,ﾊﾛｹﾞﾝｷｭｳ H3C 12V55W,売上,14-0108,2,07303,7300,260,,フェアレディＺ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/4/5,ﾊﾛｹﾞﾝ球ｾｯﾄ,売上,G10A,1,07303,7300,260,11630-0029,モビリオスパイク,,1028311,LA-GK1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/1/9,ﾌｨﾙﾑｱﾝﾃﾅ,売上,989M34907,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015/11/4,ﾀｲﾐﾝｸﾞｱｲﾄﾞﾙﾌﾟ-ﾘ-,売上,TT407,1,05033,5033,1100,09001-0008,ロードスター,,100807,GF-NB6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/27,ﾀｲﾐﾝｸﾞｱｲﾄﾞﾙﾌﾟｰﾘｰ,売上,TT407,1,05033,5033,1100,,ユーノスロードスター,,213485,E-NA6CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/10/16,ﾊﾞｯｸﾄﾞｱ ｵ-ﾌﾟﾅ- ｽｲｯﾁ,売上,84840-68010,1,99999,0,0,15160-0001,ウィッシュ,平成19年 2月,0033486,DBA-ANE11W-HWXQH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/3/23,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,11642-0008,アルトラパン,,943024,TA-HE21S-NBSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/9/24,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,,アルトラパン,,544765,HE21S-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/4/11,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,,ツイン,,110554,EC22S-XA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/31,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,15490-0001,セルボ,,118157,DBA-HG21S-SCGV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/9/29,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,,ワゴンＲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/8/2,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/10/29,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,16319-0009,ミラココア,平成22年 1月,0023378,DBA-L675S-GBGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/11/9,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,15634-0012,ピノ,平成19年 2月,533998,DBA-HC24S-FQAARCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/11/28,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,09206-0306,プレオ,平成13年 8月,241826,GF-RA1-C5GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/3/2,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,15634-0010,ピノ,平成20年 3月,557875,DBA-HC24S-FQAARCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/5/7,軽自動車用ﾌﾞｰﾂ,売上,TW2160,2,05310,5310,70,,ミニ,,SAXXNNAYCBD119842,E-XN12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/22,ｱﾝﾃﾅ,売上,86300-B2100,1,00958,958,220,15622-0049,ミラ,平成20年 6月,2020669,DBA-L275S-GHMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/1/6,フイルムアンテナ,売上,NRMZ33,1,99999,0,0,,キューブ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/11/14,ﾀｲﾔﾍﾟｰｽﾄ用ﾊｹ,売上,TC-8,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/12/6,ｵｲﾙｴﾚﾒﾝﾄ,売上,TO-5232M,5,00012,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/9,ﾂﾙﾙﾝ水素SPA,売上,E082020,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/12/22,ｽﾀﾋﾞﾗｲｻﾞ-ｷｯﾄ,売上,TP-2446K,2,05324,5324,70,15130-0013,シエンタ,平成18年 6月,5002981,DBA-NCP81G-KWXGK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/7/21,ｵｲﾙｴﾚﾒﾝﾄ HENGST,売上,H19W06,1,00012,12,30,,,,,WV2ZZZ70ZPH111738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/8/7,素麺,売上,MS-49,1,09000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015/12/7,ｸﾘ-ﾝﾌｨﾙﾀ-,売上,CS-9005A,1,00014,14,30,16169-0014,ワゴンＲ,,553623,DBA-MH23S-WSXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/7/5,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,15011-0019,ヴィッツ,平成21年 6月,5121510,DBA-SCP90-AHXNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/7/19,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,17053-0005,アクア,,2215628,DAA-NHP10-AHXEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/1,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,16053-0044,クラウン,,0063663,DBA-GRS200-AETXH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/4,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CS-9006A,1,00014,14,30,16746-0006,ソリオ,,124141,DBA-MA15S-FBSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/9,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,,ヴィッツ,,2198670,DBA-NSP130-AHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/9/6,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,16271-0006,ウィッシュ,,0115424,DBA-ZGE20G-HPXNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/1,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CS-9005A,1,00014,14,30,16033-0008,パレット,,364436,DBA-MK21S-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/14,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,16368-0021,ＳＡＩ,,2078815,DAA-AZK10-BEXQB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/8/3,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,16673-0014,ラクティス,,2064872,DBA-NCP120-CHXXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/19,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1012A,1,00014,14,30,,プリウス,,,DAA-ZVW50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/8/29,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,16271-0006,ウィッシュ,平成23年 9月,0115424,DBA-ZGE20G-HPXNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/3/4,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,,ＳＡＩ,,,DAA-AZK10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/3/14,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CS-9005A,1,00014,14,30,16033-0008,パレット,,364436,DBA-MK21S-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/4/1,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CS-9005A,1,00014,14,30,16169-0016,ワゴンＲ,,918170,DBA-MH23S-WFXES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/6/17,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CT-1008A,1,00014,14,30,16721-0027,ヴィッツ,平成28年 6月,2238899,DBA-NSP130-AHXEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/6/7,ｻ-ﾓﾒ-ﾀ-ﾕﾆｯﾄ,売上,8574-18-840,1,00931,931,130,,ユーノスロードスター,,213485,E-NA6CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/12/7,ﾀｲﾐﾝｸﾞﾃﾝｼｮﾅｰ,売上,TT150,1,05033,5033,1100,10737-0010,マークⅡ,平成12年11月,6006319,TA-JZX110-AEASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/5/24,F/ｽﾀﾋﾞﾗｲｻﾞｰﾘﾝｸ,売上,SL-H170L-M,1,05388,5388,1800,15295-0033,ゼスト,,1020059,DBA-JE1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/5/24,F/ｽﾀﾋﾞﾗｲｻﾞｰﾘﾝｸ,売上,SL-H170R-M,1,05388,5388,1800,15295-0033,ゼスト,,1020059,DBA-JE1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/6,ｵｲﾙｴﾚﾒﾝﾄ,売上,TO-2268M,5,00012,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/1/5,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CH-3006B,1,00014,14,30,16197-0023,アコード,,1100431,DBA-CU2-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/15,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CH-3004A,1,00014,14,30,17075-0001,Ｎ　ＢＯＸ,,1058311,DBA-JF1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/23,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CH-3004A,1,00014,14,30,15295-0033,ゼスト,,1020059,DBA-JE1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/7/1,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CH-3004A,1,00014,14,30,11628-0001,フィット,,1527936,LA-GD3-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/10,ｸﾘｰﾝﾌｨﾙﾀｰ,売上,CH-3006B,1,00014,14,30,15353-0015,ストリーム,,1021362,DBA-RN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/4/25,ﾌ-ﾄﾞﾛｯｸ,売上,53510-B2520,1,01210,1210,3000,17854-0003,ウェイク,平成27年 2月,0024738,DBA-LA700S-GBGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/2/17,F/ﾜｲﾊﾟ-ｱ-ﾑ,売上,76610-T5A-J02,1,01232,1232,3000,17574-0001,フィット,,3035197,DAA-GP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/3/26,ﾌｧﾝﾍﾞﾙﾄ,売上,4PK1770,1,05143,5129,80,12266-0001,ヴィッツ,平成16年 3月,0035177,CBA-SCP13-AHXEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/6/30,F/ﾄﾞｱﾋﾝｼﾞ ｱｯﾊﾟ,売上,80400-62C00,1,02109,2109,3000,07805-0023,ラシーン,平成11年 2月,505266,E-RFNB14-TAWNRDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/6/30,F/ﾄﾞｱﾋﾝｼﾞ ﾛﾜ,売上,80401-62C00,1,02110,2110,3000,07805-0023,ラシーン,平成11年 2月,505266,E-RFNB14-TAWNRDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/23,ﾋ-ﾀ-ﾚｼﾞｽﾀ,売上,27150-48P01,1,00943,6475,280,06198-0010,フェアレディＺ,平成 9年 4月,563149,E-GCZ32-JS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/6/7,ﾌｧﾝS/W,売上,B6S7-18-840,1,00987,987,130,,ユーノスロードスター,,213485,E-NA6CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/4/19,ﾌ-ﾄﾞﾋﾝｼﾞ,売上,53401-B2210,1,01208,1208,3000,17854-0003,ウェイク,平成27年 2月,0024738,DBA-LA700S-GBGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/4/19,ﾌ-ﾄﾞﾋﾝｼﾞ,売上,53402-B2210,1,01209,1209,3000,17854-0003,ウェイク,平成27年 2月,0024738,DBA-LA700S-GBGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/12/7,ﾀｲﾐﾝｸﾞﾍﾞﾙﾄ,売上,TYSB064,1,00019,19,80,10737-0010,マークⅡ,平成12年11月,6006319,TA-JZX110-AEASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/3/17,ﾀｲﾐﾝｸﾞｱｲﾄﾞﾙﾌﾟｰﾘｰ,売上,TT1658,1,05033,5033,1100,11625-0019,パジェロイオ,平成19年 5月,5603095,TA-H77W-LRXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/8/28,ｴｱｰｴﾚﾒﾝﾄ,売上,V91122003,1,00016,16,30,,ハイエース,平成18年 7月,0002430,CBF-TRH226K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/2/19,"ｶﾊﾞ-,ﾐﾗ-ﾊﾞｲｻﾞ,ﾚﾌﾄ(ﾌﾞ",売上,84728-72J10-ZJ3,1,00976,6205,240,15634-0010,ピノ,平成20年 3月,557875,DBA-HC24S-FQAARCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/11/5,ｼﾘﾝﾀﾞ-ﾍｯﾄﾞ ｶﾞｽｹｯﾄ,売上,HG403,1,00001,1,150,,バモスホビオ,,2300905,HM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/1,ｴｱｰｴﾚﾒﾝﾄ,売上,TO-4685F,1,00016,16,30,10367-0005,シャリオグランディス,平成12年11月,0200417,GF-N86W-LRXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/4/5,ﾘｲﾝﾎ-ｽ,売上,57305-30041,1,99999,0,0,12608-0070,クラウン,平成19年 5月,0066768,DBA-GRS180-AETXH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/2/17,"ﾓ-ﾙﾃﾞｲﾝｸﾞASSY.,R.ﾙ-ﾌ",売上,74306-T5A-003,1,99999,0,0,17574-0001,フィット,,3035197,DAA-GP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/2/17,"ﾓ-ﾙﾃﾞｲﾝｸﾞASSY.,L.ﾙ-ﾌ",売上,74316-T5A-003,1,99999,0,0,17574-0001,フィット,,3035197,DAA-GP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/3/28,ﾊﾛｹﾞﾝｷｭｳ H8 12V35W,売上,14-0045,2,07303,7300,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/6/5,ｱｳﾀ-ﾐﾗ-ｶﾊﾞ- RH,売上,87915-68010-A5,1,00975,6205,240,15238-0001,アイシス,平成18年10月,0068286,DBA-ANM10G-AWXEH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/25,F/ｽﾀﾋﾞﾗｲｻﾞｰﾘﾝｸ,売上,SL-H170R-M,1,05388,5388,1800,15197-0008,ライフ,,4753891,DBA-JB5-470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/20,F/ｽﾀﾋﾞﾗｲｻﾞｰﾘﾝｸ,売上,SL-N150L-M,1,05388,5388,1800,16008-0015,デュアリス,平成21年 2月,208094,DBA-KJ10-FDRARHZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/20,F/ｽﾀﾋﾞﾗｲｻﾞｰﾘﾝｸ,売上,SL-N150R-M,1,05388,5388,1800,16008-0015,デュアリス,平成21年 2月,208094,DBA-KJ10-FDRARHZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/12/7,ﾍﾞﾙﾄﾃﾝｼｮﾅ-ﾍﾞｱﾘﾝｸﾞ,売上,TT149,1,05033,5033,1100,10737-0010,マークⅡ,平成12年11月,6006319,TA-JZX110-AEASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/18,ﾋ-ﾀ-ﾚｼﾞｽﾀ,売上,72226KG000,1,00943,6475,280,12021-0006,Ｒ２,平成15年12月,003964,UA-RC1-A52D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/3/22,ﾀｯﾌﾟﾎﾞﾙﾄｾｯﾄ,売上,ST-690S,1,08000,8000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/1/26,"ﾃﾝｼﾖﾅ,ﾀｲﾐﾝｸﾞﾁｴ-ﾝ",売上,12811-58J00,1,99999,0,0,11642-0008,アルトラパン,,943024,TA-HE21S-NBSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/9/15,"ﾃﾝｼﾖﾅ,ﾀｲﾐﾝｸﾞﾁｴ-ﾝ",売上,12811-58J00,1,99999,0,0,12358-0028,ワゴンＲ,,869624,CBA-MH21S-WFBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/5/21,ｱﾝﾃﾅ,売上,39250-70K00,1,00958,958,220,16169-0016,ワゴンＲ,,918170,DBA-MH23S-WFXES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/2/17,F/ﾜｲﾊﾟ-ｱ-ﾑ,売上,76600-T5A-J02,1,01232,1232,3000,17574-0001,フィット,,3035197,DAA-GP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/3/7,R/ﾎｲﾙB/G(ｲﾝﾅOR1ｺｼｷ),売上,WBH-514N,1,05340,5340,50,12635-0003,スイフト,,402840,DBA-ZC21S-VFSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/24,F/ｷｬﾘﾊﾟｰｼｰﾙｷｯﾄ,売上,260-20295,1,05406,5406,10,07766-0060,インプレッサ,平成 7年 7月,006800,E-GF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/6/26,R/ｷｬﾘﾊﾟｰｼｰﾙｷｯﾄ,売上,270-10302,1,05406,5406,10,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/7/14,ﾊﾂｽｲｼﾖﾘｻﾞｲ,売上,KA391-04000,1,07621,7621,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/1/16,R/ﾏﾌﾗ-ｻﾎﾟ-ﾄｺﾞﾑ,売上,BP47-40-061A,3,00069,5207,70,09001-0008,ロードスター,,100807,GF-NB6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/7/15,LEDﾎﾟｼﾞｼｮﾝﾊﾞﾙﾌﾞ,売上,WFL004,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/6/17,ｷｰｶｯﾄ料,売上,,1,99999,0,0,17346-0062,ワゴンＲ,,527951,DBA-MH34S-WFXEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/11/21,ｽﾊﾟｰｸﾌﾟﾗｸﾞ,売上,BKR6E-8S,6,00080,80,160,16199-0004,ライフ,,1060699,DBA-JC1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/9/5,ｽﾊﾟｰｸﾌﾟﾗｸﾞ,売上,BKR6E-8S,6,00080,80,160,16199-0022,ライフ,,1407800,DBA-JC1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/8,ｴｱｰｴﾚﾒﾝﾄ,売上,TO-4684F,1,00016,16,30,11625-0019,パジェロイオ,平成19年 5月,5603095,TA-H77W-LRXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/1/13,ﾊﾞﾙﾌﾞｶﾊﾞ-G/K,売上,SP-0027,1,00004,4,150,11613-0001,パジェロミニ,平成15年 4月,0401892,TA-H53A-MNXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
